2022-07-08 17:01:22,Q83SV5,https://www.uniprot.org/uniprot/Q83SV5.fasta,error: return html is Null 
2022-07-08 17:01:56,Q8FGN5,https://www.uniprot.org/uniprot/Q8FGN5.fasta,error: return html is Null 
2022-07-08 17:02:15,Q11S56,https://www.uniprot.org/uniprot/Q11S56.fasta,error: return html is Null 
2022-07-08 17:02:17,Q6M720,https://www.uniprot.org/uniprot/Q6M720.fasta,error: return html is Null 
2022-07-08 17:02:42,Q97Q24,https://www.uniprot.org/uniprot/Q97Q24.fasta,error: return html is Null 
2022-07-08 17:03:11,Q97RK1,https://www.uniprot.org/uniprot/Q97RK1.fasta,error: return html is Null 
2022-07-08 17:03:21,A6B4T0,https://www.uniprot.org/uniprot/A6B4T0.fasta,error: return html is Null 
2022-07-08 17:03:51,Q8NW41,https://www.uniprot.org/uniprot/Q8NW41.fasta,error: return html is Null 
2022-07-08 17:04:14,Q97NG6,https://www.uniprot.org/uniprot/Q97NG6.fasta,error: return html is Null 
2022-07-08 17:04:24,O31667,https://www.uniprot.org/uniprot/O31667.fasta,error: return 443 
2022-07-08 17:04:27,Q97T51,https://www.uniprot.org/uniprot/Q97T51.fasta,error: return html is Null 
2022-07-08 17:04:43,A5LSE1,https://www.uniprot.org/uniprot/A5LSE1.fasta,error: return html is Null 
2022-07-08 17:04:49,Q047K1,https://www.uniprot.org/uniprot/Q047K1.fasta,error: return html is Null 
2022-07-08 17:04:50,A5LVA8,https://www.uniprot.org/uniprot/A5LVA8.fasta,error: return html is Null 
2022-07-08 17:04:55,Q99W54,https://www.uniprot.org/uniprot/Q99W54.fasta,error: return html is Null 
2022-07-08 17:04:59,Q99RV3,https://www.uniprot.org/uniprot/Q99RV3.fasta,error: return html is Null 
2022-07-08 17:05:07,Q049B0,https://www.uniprot.org/uniprot/Q049B0.fasta,error: return html is Null 
2022-07-08 17:05:13,C2JBT4,https://www.uniprot.org/uniprot/C2JBT4.fasta,error: return html is Null 
2022-07-08 17:05:30,Q6M863,https://www.uniprot.org/uniprot/Q6M863.fasta,error: return html is Null 
2022-07-08 17:06:15,共计218条，已存在0，待爬取218条，完成199条，失败19条 
2022-07-08 21:22:12,Q83SV5,https://www.uniprot.org/uniprot/Q83SV5.fasta,error: return html is Null 
2022-07-08 21:22:50,Q8FGN5,https://www.uniprot.org/uniprot/Q8FGN5.fasta,error: return html is Null 
2022-07-08 21:23:07,Q11S56,https://www.uniprot.org/uniprot/Q11S56.fasta,error: return html is Null 
2022-07-08 21:23:09,Q6M720,https://www.uniprot.org/uniprot/Q6M720.fasta,error: return html is Null 
2022-07-08 21:24:13,Q97Q24,https://www.uniprot.org/uniprot/Q97Q24.fasta,error: return html is Null 
2022-07-08 21:24:43,Q97RK1,https://www.uniprot.org/uniprot/Q97RK1.fasta,error: return html is Null 
2022-07-08 21:24:53,A6B4T0,https://www.uniprot.org/uniprot/A6B4T0.fasta,error: return html is Null 
2022-07-08 21:25:32,Q8NW41,https://www.uniprot.org/uniprot/Q8NW41.fasta,error: return html is Null 
2022-07-08 21:25:55,Q97NG6,https://www.uniprot.org/uniprot/Q97NG6.fasta,error: return html is Null 
